Invoice Number,UID,LogType,Box ID,Scanned At,Updated At,Scanned By,Product Name,Batch Code,Size,Manufactured At,Expiry At,To,From,Remarks,Entry Type,Active,Organization,Company,Warehouse,Customer Code,Customer Name,SalesReturn,ReturnedFromSameCustomer,UniqueBoxId
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,RB-KUB-277,10-03-2025 15:04:28,10-03-2025 15:04:28,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/RB-KUB-277
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VK-BQN-624,10-03-2025 15:04:32,10-03-2025 15:04:32,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VK-BQN-624
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,BM-PDF-942,10-03-2025 15:04:40,10-03-2025 15:04:40,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/BM-PDF-942
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,AR-GUK-729,10-03-2025 15:05:13,10-03-2025 15:05:13,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/AR-GUK-729
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,XA-FFD-467,10-03-2025 15:05:22,10-03-2025 15:05:23,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/XA-FFD-467
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VH-UEE-429,10-03-2025 15:05:29,10-03-2025 15:05:30,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VH-UEE-429
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,PE-NJY-664,10-03-2025 15:05:34,10-03-2025 15:05:35,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/PE-NJY-664
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,FG-CPF-972,10-03-2025 15:06:09,10-03-2025 15:06:09,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/FG-CPF-972
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,MC-JTP-999,10-03-2025 15:06:20,10-03-2025 15:06:20,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/MC-JTP-999
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,WB-ANT-797,10-03-2025 15:06:23,10-03-2025 15:06:24,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/WB-ANT-797
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,XW-QBG-662,10-03-2025 15:06:32,10-03-2025 15:06:32,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/XW-QBG-662
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EF-UAT-992,10-03-2025 15:07:02,10-03-2025 15:07:02,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EF-UAT-992
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,HH-NPM-996,10-03-2025 15:07:13,10-03-2025 15:07:13,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/HH-NPM-996
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,XC-QYU-779,10-03-2025 15:07:17,10-03-2025 15:07:18,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/XC-QYU-779
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,GG-XJW-674,10-03-2025 15:07:26,10-03-2025 15:07:26,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/GG-XJW-674
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,GU-RFB-474,10-03-2025 15:07:52,10-03-2025 15:07:53,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/GU-RFB-474
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,KG-FTJ-667,10-03-2025 15:08:07,10-03-2025 15:08:07,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/KG-FTJ-667
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,KJ-HEP-427,10-03-2025 15:08:16,10-03-2025 15:08:16,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/KJ-HEP-427
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,CY-EUB-262,10-03-2025 15:08:23,10-03-2025 15:08:23,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/CY-EUB-262
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,WA-TPG-749,10-03-2025 15:08:47,10-03-2025 15:08:47,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/WA-TPG-749
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VQ-UKE-449,10-03-2025 15:09:03,10-03-2025 15:09:03,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VQ-UKE-449
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QQ-VWK-964,10-03-2025 15:09:10,10-03-2025 15:09:11,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QQ-VWK-964
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,XB-PRM-476,10-03-2025 15:09:17,10-03-2025 15:09:17,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/XB-PRM-476
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VH-GEV-774,10-03-2025 15:09:49,10-03-2025 15:09:49,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VH-GEV-774
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,PV-MKB-776,10-03-2025 15:10:00,10-03-2025 15:10:00,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/PV-MKB-776
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QW-QTY-244,10-03-2025 15:10:05,10-03-2025 15:10:05,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QW-QTY-244
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,BK-PMF-477,10-03-2025 15:10:13,10-03-2025 15:10:13,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/BK-PMF-477
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,MT-GQC-944,10-03-2025 15:10:38,10-03-2025 15:10:39,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/MT-GQC-944
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NJ-VYT-764,10-03-2025 15:10:59,10-03-2025 15:10:59,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NJ-VYT-764
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,HV-HGW-262,10-03-2025 15:11:07,10-03-2025 15:11:07,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/HV-HGW-262
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,ME-WKE-766,10-03-2025 15:11:13,10-03-2025 15:11:13,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/ME-WKE-766
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-J64-VVP,10-03-2025 15:13:13,10-03-2025 15:13:13,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-J64-VVP
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JIZ-4XO,10-03-2025 15:13:17,10-03-2025 15:13:17,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JIZ-4XO
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JCS-96P,10-03-2025 15:13:20,10-03-2025 15:13:21,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JCS-96P
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-I76-S30,10-03-2025 15:13:32,10-03-2025 15:13:33,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-I76-S30
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-I9Z-XFP,10-03-2025 15:14:03,10-03-2025 15:14:04,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-I9Z-XFP
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-J80-IAK,10-03-2025 15:14:17,10-03-2025 15:14:17,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-J80-IAK
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JQ9-X2G,10-03-2025 15:14:20,10-03-2025 15:14:20,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JQ9-X2G
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JIZ-RF3,10-03-2025 15:14:25,10-03-2025 15:14:25,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JIZ-RF3
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JH0-QHA,10-03-2025 15:14:48,10-03-2025 15:14:49,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JH0-QHA
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JT9-IAU,10-03-2025 15:15:00,10-03-2025 15:15:00,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JT9-IAU
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JYM-AF1,10-03-2025 15:15:08,10-03-2025 15:15:08,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JYM-AF1
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JZ9-RLN,10-03-2025 15:15:15,10-03-2025 15:15:15,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JZ9-RLN
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JB8-FG4,10-03-2025 15:15:33,10-03-2025 15:15:33,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JB8-FG4
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JDF-MKF,10-03-2025 15:15:46,10-03-2025 15:15:46,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JDF-MKF
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-I2L-QTC,10-03-2025 15:15:57,10-03-2025 15:15:57,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-I2L-QTC
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JWI-VX1,10-03-2025 15:16:07,10-03-2025 15:16:07,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JWI-VX1
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-I0X-YLU,10-03-2025 15:16:16,10-03-2025 15:16:17,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-I0X-YLU
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JIY-9W7,10-03-2025 15:16:33,10-03-2025 15:16:33,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JIY-9W7
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JVK-GZF,10-03-2025 15:16:44,10-03-2025 15:16:44,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JVK-GZF
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JMF-WCE,10-03-2025 15:16:50,10-03-2025 15:16:50,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JMF-WCE
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-IXW-R7W,10-03-2025 15:17:06,10-03-2025 15:17:06,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-IXW-R7W
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JIY-3HX,10-03-2025 15:17:14,10-03-2025 15:17:14,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JIY-3HX
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JJE-DB2,10-03-2025 15:17:27,10-03-2025 15:17:28,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JJE-DB2
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-J3W-MZK,10-03-2025 15:17:31,10-03-2025 15:17:31,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-J3W-MZK
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-JV0-KJY,10-03-2025 15:17:47,10-03-2025 15:17:48,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-JV0-KJY
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,I47-IQ6-BFE,10-03-2025 15:17:55,10-03-2025 15:17:55,8956048215,CORAGEN,0000200016,300ML,15/07/2024,14/07/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/I47-IQ6-BFE
