Invoice Number,UID,LogType,Box ID,Scanned At,Updated At,Scanned By,Product Name,Batch Code,Size,Manufactured At,Expiry At,To,From,Remarks,Entry Type,Active,Organization,Company,Warehouse,Customer Code,Customer Name,SalesReturn,ReturnedFromSameCustomer,UniqueBoxId
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,UE-KFE-797,10-03-2025 14:31:22,10-03-2025 14:31:23,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/UE-KFE-797
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,AG-XYU-974,10-03-2025 14:31:23,10-03-2025 14:31:24,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/AG-XYU-974
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,WU-RWD-667,10-03-2025 14:31:25,10-03-2025 14:31:25,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/WU-RWD-667
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,AR-PTN-246,10-03-2025 14:31:26,10-03-2025 14:31:26,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/AR-PTN-246
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,PQ-PXM-994,10-03-2025 14:31:27,10-03-2025 14:31:27,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/PQ-PXM-994
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,CB-QAG-699,10-03-2025 14:31:30,10-03-2025 14:31:30,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/CB-QAG-699
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,TM-GNU-276,10-03-2025 14:31:32,10-03-2025 14:31:32,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/TM-GNU-276
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DX-YHR-697,10-03-2025 14:32:19,10-03-2025 14:32:19,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DX-YHR-697
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DR-NFJ-742,10-03-2025 14:32:26,10-03-2025 14:32:26,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DR-NFJ-742
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VE-QQJ-792,10-03-2025 14:32:33,10-03-2025 14:32:33,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VE-QQJ-792
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,BK-ETY-276,10-03-2025 14:32:41,10-03-2025 14:32:41,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/BK-ETY-276
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NA-YJM-694,10-03-2025 14:32:51,10-03-2025 14:32:52,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NA-YJM-694
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NU-EDD-624,10-03-2025 14:32:57,10-03-2025 14:32:57,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NU-EDD-624
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QK-NXB-229,10-03-2025 14:33:42,10-03-2025 14:33:42,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QK-NXB-229
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EW-VDU-674,10-03-2025 14:33:51,10-03-2025 14:33:52,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EW-VDU-674
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,BC-AMR-766,10-03-2025 14:33:55,10-03-2025 14:33:55,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/BC-AMR-766
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DN-TJG-962,10-03-2025 14:34:37,10-03-2025 14:34:37,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DN-TJG-962
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,UG-KCB-772,10-03-2025 14:34:43,10-03-2025 14:34:43,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/UG-KCB-772
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DA-KHB-764,10-03-2025 14:34:48,10-03-2025 14:34:49,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DA-KHB-764
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NA-KHE-497,10-03-2025 14:35:38,10-03-2025 14:35:38,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NA-KHE-497
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,FQ-GVW-499,10-03-2025 14:35:41,10-03-2025 14:35:41,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/FQ-GVW-499
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,XM-FRC-966,10-03-2025 14:35:43,10-03-2025 14:35:44,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/XM-FRC-966
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,PN-YHR-497,10-03-2025 14:36:33,10-03-2025 14:36:33,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/PN-YHR-497
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,JV-QDR-979,10-03-2025 14:36:37,10-03-2025 14:36:37,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/JV-QDR-979
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QA-PVT-446,10-03-2025 14:36:41,10-03-2025 14:36:42,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QA-PVT-446
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,UU-MKR-466,10-03-2025 14:37:23,10-03-2025 14:37:23,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/UU-MKR-466
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,AG-BUN-272,10-03-2025 14:37:31,10-03-2025 14:37:32,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/AG-BUN-272
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,YG-HDF-969,10-03-2025 14:37:37,10-03-2025 14:37:37,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/YG-HDF-969
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NA-FTX-627,10-03-2025 14:38:13,10-03-2025 14:38:14,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NA-FTX-627
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NK-JJU-699,10-03-2025 14:38:27,10-03-2025 14:38:27,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NK-JJU-699
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,GH-UVQ-447,10-03-2025 14:38:29,10-03-2025 14:38:29,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/GH-UVQ-447
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,GB-QDK-467,10-03-2025 14:39:01,10-03-2025 14:39:01,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/GB-QDK-467
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,UA-WTF-746,10-03-2025 14:39:17,10-03-2025 14:39:18,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/UA-WTF-746
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,JB-DWD-646,10-03-2025 14:39:19,10-03-2025 14:39:20,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/JB-DWD-646
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EH-WYP-229,10-03-2025 14:39:53,10-03-2025 14:39:53,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EH-WYP-229
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,FY-CXQ-929,10-03-2025 14:40:06,10-03-2025 14:40:06,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/FY-CXQ-929
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,AV-GVB-946,10-03-2025 14:40:10,10-03-2025 14:40:10,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/AV-GVB-946
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,YH-JMD-946,10-03-2025 14:40:50,10-03-2025 14:40:50,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/YH-JMD-946
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,UB-JQE-249,10-03-2025 14:40:59,10-03-2025 14:40:59,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/UB-JQE-249
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,PJ-FEU-996,10-03-2025 14:41:02,10-03-2025 14:41:02,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/PJ-FEU-996
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,FP-WUN-497,10-03-2025 14:41:44,10-03-2025 14:41:45,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/FP-WUN-497
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EP-MNY-792,10-03-2025 14:41:55,10-03-2025 14:41:56,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EP-MNY-792
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,NV-KBC-976,10-03-2025 14:41:57,10-03-2025 14:41:57,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/NV-KBC-976
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,JE-FHF-677,10-03-2025 14:42:41,10-03-2025 14:42:41,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/JE-FHF-677
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,BK-DKQ-722,10-03-2025 14:42:53,10-03-2025 14:42:54,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/BK-DKQ-722
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,CK-FMK-497,10-03-2025 14:43:01,10-03-2025 14:43:01,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/CK-FMK-497
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,FM-TET-729,10-03-2025 14:43:35,10-03-2025 14:43:35,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/FM-TET-729
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,VG-YRE-224,10-03-2025 14:43:40,10-03-2025 14:43:40,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/VG-YRE-224
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DD-CRX-977,10-03-2025 14:43:51,10-03-2025 14:43:51,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DD-CRX-977
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EN-DCK-746,10-03-2025 14:44:28,10-03-2025 14:44:28,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EN-DCK-746
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QK-DBU-924,10-03-2025 14:44:31,10-03-2025 14:44:31,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QK-DBU-924
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,KE-XRM-424,10-03-2025 14:44:40,10-03-2025 14:44:40,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/KE-XRM-424
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,MW-YXB-996,10-03-2025 14:45:19,10-03-2025 14:45:20,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/MW-YXB-996
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,CV-JJV-447,10-03-2025 14:45:22,10-03-2025 14:45:22,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/CV-JJV-447
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,CX-NNG-462,10-03-2025 14:45:27,10-03-2025 14:45:27,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/CX-NNG-462
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,DN-TMT-676,10-03-2025 14:45:36,10-03-2025 14:45:36,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/DN-TMT-676
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,QQ-VDH-769,10-03-2025 14:46:11,10-03-2025 14:46:11,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/QQ-VDH-769
FPTSAKL24-00313,FMC032025/AKL/O/132,OLC,EH-RGC-726,10-03-2025 14:46:13,10-03-2025 14:46:13,8956048215,CORAGEN,0000177580,300ML,09/12/2023,08/12/2025,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/132/EH-RGC-726
